id,name,host_id,neighbourhood_group,price,minimum_nights,number_of_reviews,last_review,availability_365
1354973,Gorgeous spacious. 2 subways close,306394,Brooklyn,59,1,123,2019-06-30,336
12813068,NEW NICE CLEAN & COZY PRIVATE ROOM,21091779,Brooklyn,60,1,104,2019-06-30,293
1267945,nice room in bedstuy I,6885157,Brooklyn,65,1,119,2019-06-30,313
7453537,Lg Prospect Hts Room at Brooklyn&Breakfast,344035,Brooklyn,70,1,258,2019-06-30,320
15001872,Cozy Convenience in Bushwick,91997718,Brooklyn,70,1,109,2019-06-30,364
6334492,Spacious PRIVATE Room on Brighton Beach,27295569,Brooklyn,75,1,127,2019-06-30,247
9597627,Beautiful Room - 20 min. to Lower Manhattan,37450458,Brooklyn,77,1,118,2019-06-30,216
4866426,Private Room in Prime Brooklyn Spot,2346300,Brooklyn,80,1,168,2019-06-30,272
7789850,Huge Room with Private Backyard - 25% OFF,1418015,Brooklyn,80,2,158,2019-06-30,204
419373,Stylish Loft w/Lovely Backyard,2085639,Brooklyn,90,2,206,2019-06-30,236
1112070,Private Room & Bath in Brooklyn!,350702,Brooklyn,95,2,132,2019-06-30,354
8133275,Victorian House near Brooklyn College,33519200,Brooklyn,97,2,100,2019-06-30,307
6087959,2000sq $2 million 3 story townhouse,28023382,Brooklyn,99,1,183,2019-06-30,196
10279086,The Mahogany Suite(Private Studio Apartment),52862385,Brooklyn,99,2,110,2019-06-30,271
15685669,Private room in Williamsburg. Very close to train!,1314045,Brooklyn,99,1,220,2019-06-30,352
299531,Feel like you never leave your home,1220404,Brooklyn,100,1,119,2019-06-30,289
1317612,"Sunny Rm #3, Air Conditioner, Park,Express Q train",2478675,Brooklyn,36,1,173,2019-06-29,360
12370347,Super Sunny Room with Fireplace!,116382,Brooklyn,48,2,107,2019-06-29,268
19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Brooklyn,49,1,109,2019-06-29,258
2051675,Nice modern room by Prospect Park!,4684532,Brooklyn,57,2,199,2019-06-29,265
8388864,Quiet Bedroom in Cobble Hill,36688169,Brooklyn,59,1,151,2019-06-29,325
8472069,Cute & Comfy Williamsburg Refuge,3826160,Brooklyn,80,1,215,2019-06-29,232
2193945,BEDROOM WITH PRIVATE BATHROOM,11189139,Brooklyn,90,2,145,2019-06-29,250
20265425,Welcome to New York City,101369464,Brooklyn,100,2,115,2019-06-29,323
962045,"Private Room & Coffee, only 3 blocks to Train",5239845,Brooklyn,62,2,324,2019-06-28,267
9310959,"Cozy, 1 bedroom Brownstone Apt",7065964,Brooklyn,75,2,161,2019-06-28,183
1712660,Cosy Room in Great Location -W'burg,2332618,Brooklyn,89,1,214,2019-06-28,354
17332200,Renovated Cozy room  for 2 or solo traveler,10475653,Brooklyn,40,1,122,2019-06-27,222
2994659,Private cozy room,15266695,Brooklyn,43,1,127,2019-06-27,220
8704528,Private bedroom & bath in Red Hook Bklyn for solo,45694156,Brooklyn,50,1,190,2019-06-27,188
14237346,Cozy room at Brooklyn&Breakfast,344035,Brooklyn,55,1,102,2019-06-27,281
64365,Crown Heights Garden Apt.,314582,Brooklyn,60,2,227,2019-06-27,287
9826628,"Cozy Room, Huge Yard, Trendy Brooklyn",820010,Brooklyn,60,1,113,2019-06-27,332
4280053,Clean Room by Metro/Subway -15mns to Manhattan,20243795,Brooklyn,80,2,100,2019-06-27,365
8097567,Giant Sunny Room at Brooklyn&Breakfast,344035,Brooklyn,85,1,222,2019-06-27,290
17027226,"Modern,Elegant,Private,with parking spot,safe area",114219274,Brooklyn,87,1,116,2019-06-27,242
7134343,Modern Apartment in a Historic Home,37368735,Brooklyn,97,2,120,2019-06-27,292
12168212,`A BEAUTY IN BK,7039396,Brooklyn,79,1,130,2019-06-26,258
1744216,Prime Williamsburg Large bedroom for 1or2 people,2480939,Brooklyn,85,1,221,2019-06-26,206
3303165,Ocean Hill Oasis,4279827,Brooklyn,99,2,148,2019-06-26,235
14967994,Seaview Studio in  Brooklyn New york.,94265445,Brooklyn,100,2,161,2019-06-26,327
8664965,shared space with Great location!!!,43719073,Brooklyn,35,1,116,2019-06-25,351
15982208,"Huge Yellow Room- AC, 20 Min to Manhattan",103841276,Brooklyn,45,1,158,2019-06-25,201
14092236,Big bright room in 3 bedroom duplex,84779589,Brooklyn,65,1,149,2019-06-25,185
15829202,"Single Bed  room in townhouse, near subway",102482048,Brooklyn,35,2,106,2019-06-24,349
16772578,Cozy sunny NYC/BK view,87690038,Brooklyn,52,2,101,2019-06-24,329
19227365,Master bedroom in large apt minutes from Manhattan,86327101,Brooklyn,55,1,119,2019-06-24,205
1888006,"14 Min 2Union Sq, Manhattan with Private Entrance",9820942,Brooklyn,58,1,236,2019-06-24,350
4218129,Special OFFER on Airbnb NYC Room!,21641206,Brooklyn,59,1,350,2019-06-24,328
2748128,The Haven 2beds,11757212,Brooklyn,69,1,159,2019-06-24,280
13082571,Garden Overlook,72318418,Brooklyn,69,2,132,2019-06-24,365
42580,Parlor Room In Victorian Townhouse,137814,Brooklyn,70,2,294,2019-06-24,336
5926953,"Modern, Cozy & Bright Private Room and Bathroom",30430827,Brooklyn,70,1,152,2019-06-24,249
6608666,Lively Rm w/Private Entrance & Bath,34546849,Brooklyn,70,2,131,2019-06-24,255
31994,Room with En Suite Bathroom & Deck,137814,Brooklyn,76,2,426,2019-06-24,275
8662518,Beautiful Brooklyn Basement Studio,24856634,Brooklyn,89,2,101,2019-06-24,291
8240016,Large Brooklyn Apt Artsy & Centric,36791609,Brooklyn,98,1,201,2019-06-24,293
3678796,beautiful brownstone,18693665,Brooklyn,99,2,216,2019-06-24,321
199312,Sunny Space in Williamsburg,973438,Brooklyn,100,2,273,2019-06-24,254
8993887,NYC.CHAUNCEY1 15.min to Manhattan.,36889012,Brooklyn,42,1,122,2019-06-23,340
2267177,Large Bedroom 15 Min From Manhattan,11576459,Brooklyn,45,2,211,2019-06-23,270
24162681,Bedstuy Cozy Go Green,128217748,Brooklyn,50,1,114,2019-06-23,363
12233692,Modern Room in a Duplex Loft,65598016,Brooklyn,60,2,136,2019-06-23,346
453094,Bedroom with Garden at the Back,137814,Brooklyn,70,2,339,2019-06-23,333
4244242,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,22023014,Brooklyn,70,1,110,2019-06-23,323
12225838,Sunny bohemian room heart of williamsburg,62316080,Brooklyn,84,1,181,2019-06-23,282
16807749,Beautiful little bedroom + private living room,30529,Brooklyn,85,1,171,2019-06-23,215
8880999,NicE Room  with Private Bathroom BK:) SUPERHOST :),3441272,Brooklyn,90,1,254,2019-06-23,222
4760085,Roomy/sunny/quiet/fun/great locale,24561040,Brooklyn,95,2,132,2019-06-23,265
2664975,"Cute Studio in Bushwick BK, NYC",12461367,Brooklyn,100,1,104,2019-06-23,334
16798165,Newly renovated and cozy 1-bedroom in Brooklyn,1653951,Brooklyn,100,2,109,2019-06-23,216
16620607,Spacious and Modern 2 Bedroom Apartment,109725962,Brooklyn,11,2,113,2019-06-22,261
6257586,Skylight on Hart,11757212,Brooklyn,49,1,170,2019-06-22,356
19227424,"Private, cozy room near major trains",86327101,Brooklyn,50,1,102,2019-06-22,237
7715342,Beautiful Home Away From Home,11272233,Brooklyn,59,1,199,2019-06-22,288
4170460,#1 Superhost Special Offer in NYC!,21641206,Brooklyn,65,1,357,2019-06-22,321
13514115,Bushwick Artist Loft - Zen Tree House Room,3886532,Brooklyn,65,2,101,2019-06-22,300
4271877,New Private Bathroom Master Bedroom,21091779,Brooklyn,69,1,121,2019-06-22,286
6836485,Lovely and quiet garden studio,14261988,Brooklyn,70,2,150,2019-06-22,222
8456825,Bushwick Oasis,44516268,Brooklyn,70,2,171,2019-06-22,183
7258864,No better location in Williamsburg!,2662538,Brooklyn,84,1,204,2019-06-22,319
12698900,Room in the HEART of Williamsburg,8314626,Brooklyn,89,1,148,2019-06-22,303
13757434,"PRIVATE LARGE STUDIO FOR YOU, PLUS!",46644337,Brooklyn,90,2,113,2019-06-22,262
18601353,Spacious bedroom in Brooklyn - Great for couples!,101258676,Brooklyn,48,1,116,2019-06-21,343
113265,Brooklyn- Crown Heights Garden Apt.,314582,Brooklyn,55,2,247,2019-06-21,275
4120122,Cosy room in Williamsburg,21373495,Brooklyn,65,1,113,2019-06-21,308
13058729,Sunlit Bedroom in Crown Heights.,72318418,Brooklyn,69,2,104,2019-06-21,362
11020841,Sage - Charming 2 Room Studio #7,57186170,Brooklyn,75,2,129,2019-06-21,227
1155885,Fresh and modern 1BR in Bed-Stuy,6334250,Brooklyn,79,2,198,2019-06-21,250
18024956,Lovely Bedroom Suite with Private Entrance,15185649,Brooklyn,82,2,134,2019-06-21,238
8899476,"ENTIRE Floor,PRIVATE Bath&Entrance! SUPERHOST :))",3441272,Brooklyn,85,1,270,2019-06-21,227
7927838,Spacious Sunny Brownstone Room - Great Location!,6444987,Brooklyn,95,2,153,2019-06-21,296
18625919,Cozy Studio Apartment with Spacious Backyard!,129396046,Brooklyn,99,2,145,2019-06-21,356
4532913,Williamsburg private clean cozy RM,20164579,Brooklyn,45,1,170,2019-06-20,245
12037967,Nice Big Room With Backyard.,7913863,Brooklyn,59,2,138,2019-06-20,268
14030375,Vanilla Tea - Cozy Studio Hideaway in Bed Stuy #5,57186170,Brooklyn,68,2,134,2019-06-20,245
8339036,Top Floor 1 Bedroom Apt XpressTrain,11995451,Brooklyn,78,2,114,2019-06-20,217
9996642,Friendly place with garden,50865592,Brooklyn,85,1,133,2019-06-20,230
14373756,ENTIRE FLOR :) PRIVATE entrance&full bathroom! :DD,3441272,Brooklyn,85,1,188,2019-06-20,270
7202612,"Queen Bed, Quiet Room, Prime Williamsburg!",7252535,Brooklyn,90,2,262,2019-06-20,226
20224936,Super Cute Studio in Heart of Greenpoint,35894876,Brooklyn,99,1,114,2019-06-20,255
1492856,small room in bedstuy P,6885157,Brooklyn,55,1,162,2019-06-19,334
1542279,nice room in bedstuy L,6885157,Brooklyn,55,1,126,2019-06-19,343
324115,Large Master Bedroom - Williamsburg,1639120,Brooklyn,75,2,219,2019-06-19,277
6292866,Modern Quiet Gem Near All,32722063,Brooklyn,85,2,182,2019-06-19,318
6786181,R&S Modern Spacious Hideaway,32722063,Brooklyn,100,2,157,2019-06-19,342
14882309,Sid's Victorian Peaceful Haven,92720308,Brooklyn,100,1,134,2019-06-19,307
15846039,Affordable Private Spacious Room in Brooklyn,46382885,Brooklyn,33,2,119,2019-06-18,277
7381038,South Slope Modern + Spacious with Outdoor Deck,16283468,Brooklyn,75,1,113,2019-06-18,233
19054163,Cozy Brooklyn Oasis,133004690,Brooklyn,80,1,107,2019-06-18,240
16417951,Cozy modern sunny room for 2,87690038,Brooklyn,52,2,123,2019-06-17,332
4678568,Spacious private BR 2 Queen beds & 3 mins to train,24195428,Brooklyn,65,1,222,2019-06-17,292
1782667,Bushwick Artist Loft - Cozy Room,3886532,Brooklyn,69,1,142,2019-06-17,329
23327774,Trendy Brooklyn Room - 20mins from Manhattan,129273512,Brooklyn,75,1,133,2019-06-17,336
883306,1  Bedroom in Clinton Hill Share,4310378,Brooklyn,79,2,102,2019-06-17,361
1654929,COZY GARDEN APT IN BKLYN BROWNSTONE,4847926,Brooklyn,95,2,147,2019-06-17,275
12287516,Flat on President - Private Room,66215731,Brooklyn,50,1,113,2019-06-16,352
13750448,Gloriously Sunny Brooklyn Pad!,6816955,Brooklyn,53,2,121,2019-06-16,348
690960,Guestroom w/ 2 beds 20 mins to NYC ,3531317,Brooklyn,60,2,295,2019-06-16,210
1703834,Your Own Private Room To Sleep In! BEAUTIFUL!,8136206,Brooklyn,64,2,108,2019-06-16,296
7937398,Serene Brownstone Living Close To It All!,6444987,Brooklyn,72,2,151,2019-06-16,288
13186395,Relaxing bushwick  brownstone,73737053,Brooklyn,75,1,117,2019-06-16,363
13808,Blue Room for 2 in Brownstone for $1350 monthly,54275,Brooklyn,80,1,112,2019-06-16,251
449660,Art & Music Salon,2233165,Brooklyn,80,2,118,2019-06-16,353
4240861,Small Private Studio!,22005943,Brooklyn,80,2,129,2019-06-16,346
6336834,SPACIOUS WILLIAMSBURG DESTINATION,32991339,Brooklyn,84,2,190,2019-06-16,254
2487851,Quintessential W'burg Private Room,12358955,Brooklyn,90,2,142,2019-06-16,306
4354764,A private humble abode for you,16572955,Brooklyn,90,2,112,2019-06-16,349
13474455,Blueberries & Cream - Cozy 1 Bedroom Apt. #2,57186170,Brooklyn,99,2,100,2019-06-16,308
4408381,Apartment Crown Heights Brooklyn NY,263500,Brooklyn,100,1,102,2019-06-16,243
7615496,88 By The Park w/Parking Space,37676608,Brooklyn,100,2,187,2019-06-16,300
6603534,Private Small Grey Room,9922972,Brooklyn,30,1,107,2019-06-15,345
11009529,Very Large room at Brooklyn&Breakfast,344035,Brooklyn,65,1,245,2019-06-15,339
6540907,Sunny Bedroom near major stations,31298029,Brooklyn,80,2,124,2019-06-15,251
1275942,nice room in bedstuy H,6885157,Brooklyn,55,1,127,2019-06-14,318
1906804,Private Master Bedroom w/Garden 14 min to Union Sq,9820942,Brooklyn,55,1,227,2019-06-14,341
13766130,Sunny room in Williamsburg with view of Manhattan,29600525,Brooklyn,85,2,122,2019-06-14,258
2888088,Private space in Brooklyn,14759766,Brooklyn,87,2,132,2019-06-14,233
1291490,nice room in bedstuy M,6885157,Brooklyn,60,1,142,2019-06-13,321
13589669,East Brooklyn Garden Apartment,78485066,Brooklyn,85,1,106,2019-06-13,337
682122,"Warm, Comfortable, Inviting Home",3475005,Brooklyn,89,2,219,2019-06-12,319
13417410,Zions Destiny Home away from Home !,76453466,Brooklyn,45,1,112,2019-06-10,244
502309,"Sunny Rm #1, Air Conditioner, Park,Express Q train",2478675,Brooklyn,46,1,184,2019-06-10,362
3404668,"Comfy room, minutes from metro for up to 3 people!",17170345,Brooklyn,47,2,118,2019-06-10,310
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Brooklyn,65,2,228,2019-06-10,194
13183816,Charming Bushwick Brownstone.,73737053,Brooklyn,70,1,111,2019-06-10,364
2487848,Quintessential W'burg Apartment,12358955,Brooklyn,95,2,156,2019-06-10,274
187566,Historic Brooklyn Studio Apartment,279078,Brooklyn,99,2,187,2019-06-10,287
8061409,Private Bedroom in Quiet Brooklyn Neighborhood,1100659,Brooklyn,49,1,107,2019-06-09,340
9434513,2000sq $2 million 3 story townhouse,48899736,Brooklyn,99,1,140,2019-06-09,363
7827908,Private Entrance/ Private Bathroom,41201538,Brooklyn,63,2,104,2019-06-08,230
449034,Spacious Loft 5 min to Union Square,124357,Brooklyn,90,1,155,2019-06-07,328
3617498,"Comfy, convenient bedroom in Bklyn!",6643482,Brooklyn,80,2,122,2019-06-06,227
54508,Sml Rm in pr Brst  Park Sl great for Med/students,210746,Brooklyn,100,2,226,2019-06-06,250
729306,"Clean & Quiet BR in Sunset Park, BK",3787686,Brooklyn,70,1,139,2019-06-04,364
10316551,Brooklyn Queen Bed,33213436,Brooklyn,99,1,176,2019-06-04,365
9576278,NEW CLEAN COMFORTABLE PRIVATE ROOM,21091779,Brooklyn,49,1,113,2019-06-03,288
3674757,Cozy Vintage Artist Flat(Williamsburg/Bushwick),2702080,Brooklyn,77,2,145,2019-06-02,365
571564,large spacious room,1141935,Brooklyn,95,1,123,2019-06-02,359
786053,"Sunny Rm #2, Air Conditioner, Park,Express Q train",2478675,Brooklyn,45,1,168,2019-06-01,359
13769545,Comfy bed in Cozy Home - GRAND ARMY PLAZA,80777352,Brooklyn,48,2,131,2019-06-01,333
1316480,nice room in bedstuy K,6885157,Brooklyn,45,1,117,2019-05-30,236
11575073,Warm and Cozy Room in Hip Iconic Brooklyn!!!,60346942,Brooklyn,50,1,192,2019-05-30,189
11657888,Super Comfy Convenient Room in Hip Brooklyn!!!!!,60346942,Brooklyn,62,1,244,2019-05-29,189
3685704,Private Apt. in Brooklyn Brownstone + Garden,2640773,Brooklyn,95,2,116,2019-05-29,226
11470210,"Delightful, Cozy and Convenient Room in Brooklyn!!",60346942,Brooklyn,50,1,210,2019-05-28,189
13407615,Lovely Apt. in Heart of Brooklyn,20754497,Brooklyn,65,1,101,2019-05-28,309
8426584,Sunny large apt facing huge park. 20min2Manhattan,5354888,Brooklyn,80,1,169,2019-05-27,233
2045727,Cozy Room in Family Home..BKLYN!!!,320284,Brooklyn,52,2,203,2019-05-26,323
112435,ALL ABOUT A VERY COMFORTABLE ROOM..,181376,Brooklyn,95,2,163,2019-05-24,331
1330056,Spacious Loft 5 min to Union Square,124357,Brooklyn,90,1,115,2019-05-21,359
1899076,"14 min to Union Square, Manhattan-Sunny Modern Rm",9820942,Brooklyn,59,1,238,2019-05-12,320
2030736,Room B,10384906,Brooklyn,32,1,111,2019-04-20,208
7036290,NYC Chauncey 2 .20 min to manhattan,36889012,Brooklyn,50,1,123,2019-03-17,349
2071446,Inspiring spacious loft space,3608781,Brooklyn,94,2,129,2019-02-23,188
1919766,Full of Harlem Soul & Charm,9501531,Manhattan,60,1,245,2019-07-07,336
2774934,Females only for midtown apt share,1866728,Manhattan,70,1,225,2019-07-07,262
5690007,New York City Private Room near Metro,22020703,Manhattan,75,1,155,2019-07-07,314
12749156,Your Hudson Heights Hideaway ◔‿◔,69189948,Manhattan,75,2,167,2019-07-07,310
773993,Upper East Side Oasis!,4083654,Manhattan,85,2,138,2019-07-07,196
7858468,The Artist's Experience,8552927,Manhattan,99,1,309,2019-07-07,254
32678719,Enjoy great views of the City in our Deluxe Room!,244361589,Manhattan,100,1,156,2019-07-07,299
2631224,Tasteful Room in Charming Two Bedroom Apartment,6243156,Manhattan,70,2,228,2019-07-06,247
15860051,Cozy private room with King sizebed,99937669,Manhattan,70,1,209,2019-07-06,203
19051760,Bonito dormitorio 20-25 minutos Times Square.,132983866,Manhattan,75,1,100,2019-07-06,280
12048,LowerEastSide apt share shortterm 1,7549,Manhattan,40,1,214,2019-07-05,188
10088612,"Full size bed, 2 guests, Manhattan Upper Westside",216227,Manhattan,60,1,229,2019-07-05,310
3715638,Sunny Private Room at Central Park!,9784206,Manhattan,72,1,204,2019-07-05,219
7093920,Roosevelt Island Charm,37181980,Manhattan,83,2,178,2019-07-05,255
6021,Wonderful Guest Bedroom in Manhattan for SINGLES,11528,Manhattan,85,2,113,2019-07-05,333
476983,"PRIVATE Room in Spacious, Quiet Apt",277379,Manhattan,85,1,439,2019-07-05,238
163814,☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆,627217,Manhattan,99,2,280,2019-07-05,257
15344749,Comfy Apt in Chinatown/Lower East Side,30702769,Manhattan,100,1,154,2019-07-05,233
80493,Cozy room in East Village with AC,434987,Manhattan,71,2,182,2019-07-04,200
657217,Prime location near Central Park !!,3312204,Manhattan,79,1,347,2019-07-04,247
58059,PRIVATE Room on Historic Sugar Hill,277379,Manhattan,60,1,458,2019-07-03,258
6249050,300 Square Foot Private Room - in MANHATTAN!!,18418581,Manhattan,67,1,297,2019-07-03,271
7824945,Small Room on the Upper West Side,37138145,Manhattan,75,1,205,2019-07-03,197
3247291,Comfort and Charm in Harlem Brownstone near Subway,16425715,Manhattan,80,1,134,2019-07-03,227
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Manhattan,89,1,278,2019-07-03,192
4787527,"Home Sweet Home!
Spring fling!",9767363,Manhattan,59,2,151,2019-07-02,308
16657247,1A. Private Rm in guesthouse Manhattan,7831209,Manhattan,64,1,103,2019-07-02,364
12855923,New York Space,33906660,Manhattan,65,1,154,2019-07-02,361
14983453,127 St & Convent Av NYC ABCD RM 3,57049951,Manhattan,69,2,100,2019-07-02,345
13879965,Private Micro Room 2,59529529,Manhattan,70,1,218,2019-07-02,184
785508,Experience New York - A Locals Way,873273,Manhattan,85,2,211,2019-07-02,339
